;;;t;V in;V out
;;;-0,0000112;4,08;
;;;-0,00001118;4,04;
;;;-0,00001116;4,08;
;;;-0,00001114;4,08;
;;;-0,00001112;4,08;
;;;-0,0000111;4,04;
;;;-0,00001108;4,08;
;;;-0,00001106;4,08;
;;;-0,00001104;4,08;
;;;-0,00001102;4,04;
;;;-0,000011;4,04;
;;;-0,00001098;4,04;
;;;-0,00001096;4,04;
;;;-0,00001094;4,08;
;;;-0,00001092;4,04;
;;;-0,0000109;4;
;;;-0,00001088;4,04;
;;;-0,00001086;4,04;
;;;-0,00001084;4,04;
;;;-0,00001082;4;
;;;-0,0000108;4;
;;;-0,00001078;4,04;
;;;-0,00001076;4;
;;;-0,00001074;4,04;
;;;-0,00001072;4;
;;;-0,0000107;4;
;;;-0,00001068;4;
;;;-0,00001066;4;
;;;-0,00001064;3,96;
;;;-0,00001062;3,96;
;;;-0,0000106;4,04;
;;;-0,00001058;4;
;;;-0,00001056;4,04;
;;;-0,00001054;3,96;
;;;-0,00001052;4;
;;;-0,0000105;3,96;
;;;-0,00001048;4;
;;;-0,00001046;3,92;
;;;-0,00001044;3,96;
;;;-0,00001042;3,96;
;;;-0,0000104;3,96;
;;;-0,00001038;3,92;
;;;-0,00001036;3,96;
;;;-0,00001034;3,96;
;;;-0,00001032;3,88;
;;;-0,0000103;3,92;
;;;-0,00001028;3,96;
;;;-0,00001026;3,96;
;;;-0,00001024;3,96;
;;;-0,00001022;3,92;
;;;-0,0000102;3,92;
;;;-0,00001018;3,92;
;;;-0,00001016;3,96;
;;;-0,00001014;3,96;
;;;-0,00001012;3,88;
;;;-0,0000101;3,92;
;;;-0,00001008;3,88;
;;;-0,00001006;3,88;
;;;-0,00001004;3,92;
;;;-0,00001002;3,88;
;;;-0,00001;3,88;
;;;-0,00000998;3,88;
;;;-0,00000996;3,88;
;;;-0,00000994;3,88;
;;;-0,00000992;3,88;
;;;-0,0000099;3,84;
;;;-0,00000988;3,84;
;;;-0,00000986;3,84;
;;;-0,00000984;3,88;
;;;-0,00000982;3,84;
;;;-0,0000098;3,84;
;;;-0,00000978;3,84;
;;;-0,00000976;3,88;
;;;-0,00000974;3,88;
;;;-0,00000972;3,88;
;;;-0,0000097;3,88;
;;;-0,00000968;3,8;
;;;-0,00000966;3,8;
;;;-0,00000964;3,8;
;;;-0,00000962;3,8;
;;;-0,0000096;3,84;
;;;-0,00000958;3,84;
;;;-0,00000956;3,8;
;;;-0,00000954;3,76;
;;;-0,00000952;3,8;
;;;-0,0000095;3,8;
;;;-0,00000948;3,76;
;;;-0,00000946;3,8;
;;;-0,00000944;3,84;
;;;-0,00000942;3,8;
;;;-0,0000094;3,84;
;;;-0,00000938;3,76;
;;;-0,00000936;3,76;
;;;-0,00000934;3,8;
;;;-0,00000932;3,8;
;;;-0,0000093;3,76;
;;;-0,00000928;3,76;
;;;-0,00000926;3,72;
;;;-0,00000924;3,8;
;;;-0,00000922;3,76;
;;;-0,0000092;3,76;
;;;-0,00000918;3,72;
;;;-0,00000916;3,76;
;;;-0,00000914;3,72;
;;;-0,00000912;3,72;
;;;-0,0000091;3,72;
;;;-0,00000908;3,72;
;;;-0,00000906;3,76;
;;;-0,00000904;3,68;
;;;-0,00000902;3,72;
;;;-0,000009;3,72;
;;;-0,00000898;3,72;
;;;-0,00000896;3,72;
;;;-0,00000894;3,72;
;;;-0,00000892;3,64;
;;;-0,0000089;3,72;
;;;-0,00000888;3,68;
;;;-0,00000886;3,64;
;;;-0,00000884;3,68;
;;;-0,00000882;3,68;
;;;-0,0000088;3,72;
;;;-0,00000878;3,68;
;;;-0,00000876;3,64;
;;;-0,00000874;3,64;
;;;-0,00000872;3,68;
;;;-0,0000087;3,64;
;;;-0,00000868;3,68;
;;;-0,00000866;3,68;
;;;-0,00000864;3,64;
;;;-0,00000862;3,68;
;;;-0,0000086;3,68;
;;;-0,00000858;3,6;
;;;-0,00000856;3,64;
;;;-0,00000854;3,6;
;;;-0,00000852;3,6;
;;;-0,0000085;3,6;
;;;-0,00000848;3,6;
;;;-0,00000846;3,6;
;;;-0,00000844;3,56;
;;;-0,00000842;3,56;
;;;-0,0000084;3,6;
;;;-0,00000838;3,56;
;;;-0,00000836;3,6;
;;;-0,00000834;3,56;
;;;-0,00000832;3,6;
;;;-0,0000083;3,56;
;;;-0,00000828;3,6;
;;;-0,00000826;3,6;
;;;-0,00000824;3,56;
;;;-0,00000822;3,56;
;;;-0,0000082;3,56;
;;;-0,00000818;3,52;
;;;-0,00000816;3,56;
;;;-0,00000814;3,52;
;;;-0,00000812;3,52;
;;;-0,0000081;3,56;
;;;-0,00000808;3,52;
;;;-0,00000806;3,52;
;;;-0,00000804;3,52;
;;;-0,00000802;3,52;
;;;-0,000008;3,52;
;;;-0,00000798;3,56;
;;;-0,00000796;3,52;
;;;-0,00000794;3,52;
;;;-0,00000792;3,48;
;;;-0,0000079;3,52;
;;;-0,00000788;3,52;
;;;-0,00000786;3,48;
;;;-0,00000784;3,44;
;;;-0,00000782;3,44;
;;;-0,0000078;3,48;
;;;-0,00000778;3,52;
;;;-0,00000776;3,48;
;;;-0,00000774;3,44;
;;;-0,00000772;3,44;
;;;-0,0000077;3,44;
;;;-0,00000768;3,44;
;;;-0,00000766;3,44;
;;;-0,00000764;3,4;
;;;-0,00000762;3,4;
;;;-0,0000076;3,44;
;;;-0,00000758;3,44;
;;;-0,00000756;3,48;
;;;-0,00000754;3,4;
;;;-0,00000752;3,44;
;;;-0,0000075;3,4;
;;;-0,00000748;3,4;
;;;-0,00000746;3,4;
;;;-0,00000744;3,44;
;;;-0,00000742;3,44;
;;;-0,0000074;3,4;
;;;-0,00000738;3,4;
;;;-0,00000736;3,4;
;;;-0,00000734;3,4;
;;;-0,00000732;3,36;
;;;-0,0000073;3,4;
;;;-0,00000728;3,36;
;;;-0,00000726;3,36;
;;;-0,00000724;3,36;
;;;-0,00000722;3,4;
;;;-0,0000072;3,36;
;;;-0,00000718;3,32;
;;;-0,00000716;3,36;
;;;-0,00000714;3,36;
;;;-0,00000712;3,36;
;;;-0,0000071;3,36;
;;;-0,00000708;3,32;
;;;-0,00000706;3,28;
;;;-0,00000704;3,32;
;;;-0,00000702;3,32;
;;;-0,000007;3,32;
;;;-0,00000698;3,36;
;;;-0,00000696;3,32;
;;;-0,00000694;3,24;
;;;-0,00000692;3,32;
;;;-0,0000069;3,28;
;;;-0,00000688;3,32;
;;;-0,00000686;3,28;
;;;-0,00000684;3,28;
;;;-0,00000682;3,24;
;;;-0,0000068;3,24;
;;;-0,00000678;3,24;
;;;-0,00000676;3,24;
;;;-0,00000674;3,24;
;;;-0,00000672;3,24;
;;;-0,0000067;3,2;
;;;-0,00000668;3,24;
;;;-0,00000666;3,24;
;;;-0,00000664;3,24;
;;;-0,00000662;3,24;
;;;-0,0000066;3,2;
;;;-0,00000658;3,2;
;;;-0,00000656;3,2;
;;;-0,00000654;3,24;
;;;-0,00000652;3,16;
;;;-0,0000065;3,24;
;;;-0,00000648;3,2;
;;;-0,00000646;3,16;
;;;-0,00000644;3,16;
;;;-0,00000642;3,2;
;;;-0,0000064;3,16;
;;;-0,00000638;3,2;
;;;-0,00000636;3,16;
;;;-0,00000634;3,16;
;;;-0,00000632;3,2;
;;;-0,0000063;3,16;
;;;-0,00000628;3,12;
;;;-0,00000626;3,16;
;;;-0,00000624;3,12;
;;;-0,00000622;3,16;
;;;-0,0000062;3,12;
;;;-0,00000618;3,12;
;;;-0,00000616;3,12;
;;;-0,00000614;3,12;
;;;-0,00000612;3,12;
;;;-0,0000061;3,12;
;;;-0,00000608;3,12;
;;;-0,00000606;3,08;
;;;-0,00000604;3,12;
;;;-0,00000602;3,08;
;;;-0,000006;3,08;
;;;-0,00000598;3,12;
;;;-0,00000596;3,08;
;;;-0,00000594;3,04;
;;;-0,00000592;3,04;
;;;-0,0000059;3,08;
;;;-0,00000588;3,04;
;;;-0,00000586;3,08;
;;;-0,00000584;3,08;
;;;-0,00000582;3,04;
;;;-0,0000058;3,08;
;;;-0,00000578;3;
;;;-0,00000576;3,04;
;;;-0,00000574;3,04;
;;;-0,00000572;3,04;
;;;-0,0000057;3,04;
;;;-0,00000568;3;
;;;-0,00000566;3;
;;;-0,00000564;3;
;;;-0,00000562;3;
;;;-0,0000056;3,04;
;;;-0,00000558;3;
;;;-0,00000556;3,04;
;;;-0,00000554;3;
;;;-0,00000552;3;
;;;-0,0000055;3;
;;;-0,00000548;3;
;;;-0,00000546;3;
;;;-0,00000544;2,96;
;;;-0,00000542;2,96;
;;;-0,0000054;2,96;
;;;-0,00000538;2,96;
;;;-0,00000536;2,96;
;;;-0,00000534;2,92;
;;;-0,00000532;2,92;
;;;-0,0000053;3;
;;;-0,00000528;2,92;
;;;-0,00000526;2,92;
;;;-0,00000524;2,92;
;;;-0,00000522;2,92;
;;;-0,0000052;2,92;
;;;-0,00000518;2,92;
;;;-0,00000516;2,88;
;;;-0,00000514;2,88;
;;;-0,00000512;2,88;
;;;-0,0000051;2,88;
;;;-0,00000508;2,84;
;;;-0,00000506;2,84;
;;;-0,00000504;2,88;
;;;-0,00000502;2,88;
;;;-0,000005;2,88;
;;;-0,00000498;2,88;
;;;-0,00000496;2,88;
;;;-0,00000494;2,88;
;;;-0,00000492;2,84;
;;;-0,0000049;2,84;
;;;-0,00000488;2,84;
;;;-0,00000486;2,84;
;;;-0,00000484;2,84;
;;;-0,00000482;2,84;
;;;-0,0000048;2,8;
;;;-0,00000478;2,8;
;;;-0,00000476;2,84;
;;;-0,00000474;2,84;
;;;-0,00000472;2,8;
;;;-0,0000047;2,8;
;;;-0,00000468;2,8;
;;;-0,00000466;2,84;
;;;-0,00000464;2,8;
;;;-0,00000462;2,76;
;;;-0,0000046;2,76;
;;;-0,00000458;2,76;
;;;-0,00000456;2,76;
;;;-0,00000454;2,76;
;;;-0,00000452;2,72;
;;;-0,0000045;2,72;
;;;-0,00000448;2,68;
;;;-0,00000446;2,76;
;;;-0,00000444;2,72;
;;;-0,00000442;2,72;
;;;-0,0000044;2,72;
;;;-0,00000438;2,68;
;;;-0,00000436;2,68;
;;;-0,00000434;2,72;
;;;-0,00000432;2,76;
;;;-0,0000043;2,68;
;;;-0,00000428;2,68;
;;;-0,00000426;2,68;
;;;-0,00000424;2,68;
;;;-0,00000422;2,68;
;;;-0,0000042;2,68;
;;;-0,00000418;2,64;
;;;-0,00000416;2,68;
;;;-0,00000414;2,68;
;;;-0,00000412;2,68;
;;;-0,0000041;2,64;
;;;-0,00000408;2,64;
;;;-0,00000406;2,68;
;;;-0,00000404;2,68;
;;;-0,00000402;2,68;
;;;-0,000004;2,6;
;;;-0,00000398;2,56;
;;;-0,00000396;2,6;
;;;-0,00000394;2,6;
;;;-0,00000392;2,6;
;;;-0,0000039;2,6;
;;;-0,00000388;2,6;
;;;-0,00000386;2,56;
;;;-0,00000384;2,56;
;;;-0,00000382;2,6;
;;;-0,0000038;2,56;
;;;-0,00000378;2,56;
;;;-0,00000376;2,56;
;;;-0,00000374;2,56;
;;;-0,00000372;2,6;
;;;-0,0000037;2,56;
;;;-0,00000368;2,52;
;;;-0,00000366;2,56;
;;;-0,00000364;2,52;
;;;-0,00000362;2,52;
;;;-0,0000036;2,56;
;;;-0,00000358;2,52;
;;;-0,00000356;2,52;
;;;-0,00000354;2,48;
;;;-0,00000352;2,52;
;;;-0,0000035;2,52;
;;;-0,00000348;2,48;
;;;-0,00000346;2,48;
;;;-0,00000344;2,52;
;;;-0,00000342;2,48;
;;;-0,0000034;2,48;
;;;-0,00000338;2,52;
;;;-0,00000336;2,48;
;;;-0,00000334;2,48;
;;;-0,00000332;2,48;
;;;-0,0000033;2,44;
;;;-0,00000328;2,44;
;;;-0,00000326;2,44;
;;;-0,00000324;2,44;
;;;-0,00000322;2,48;
;;;-0,0000032;2,4;
;;;-0,00000318;2,44;
;;;-0,00000316;2,44;
;;;-0,00000314;2,44;
;;;-0,00000312;2,4;
;;;-0,0000031;2,4;
;;;-0,00000308;2,44;
;;;-0,00000306;2,36;
;;;-0,00000304;2,4;
;;;-0,00000302;2,44;
;;;-0,000003;2,36;
;;;-0,00000298;2,36;
;;;-0,00000296;2,36;
;;;-0,00000294;2,36;
;;;-0,00000292;2,36;
;;;-0,0000029;2,36;
;;;-0,00000288;2,32;
;;;-0,00000286;2,36;
;;;-0,00000284;2,32;
;;;-0,00000282;2,32;
;;;-0,0000028;2,32;
;;;-0,00000278;2,28;
;;;-0,00000276;2,36;
;;;-0,00000274;2,32;
;;;-0,00000272;2,28;
;;;-0,0000027;2,28;
;;;-0,00000268;2,28;
;;;-0,00000266;2,32;
;;;-0,00000264;2,28;
;;;-0,00000262;2,28;
;;;-0,0000026;2,28;
;;;-0,00000258;2,28;
;;;-0,00000256;2,28;
;;;-0,00000254;2,24;
;;;-0,00000252;2,24;
;;;-0,0000025;2,24;
;;;-0,00000248;2,24;
;;;-0,00000246;2,2;
;;;-0,00000244;2,24;
;;;-0,00000242;2,24;
;;;-0,0000024;2,2;
;;;-0,00000238;2,2;
;;;-0,00000236;2,24;
;;;-0,00000234;2,28;
;;;-0,00000232;2,16;
;;;-0,0000023;2,2;
;;;-0,00000228;2,16;
;;;-0,00000226;2,16;
;;;-0,00000224;2,2;
;;;-0,00000222;2,16;
;;;-0,0000022;2,12;
;;;-0,00000218;2,16;
;;;-0,00000216;2,16;
;;;-0,00000214;2,16;
;;;-0,00000212;2,16;
;;;-0,0000021;2,12;
;;;-0,00000208;2,12;
;;;-0,00000206;2,12;
;;;-0,00000204;2,16;
;;;-0,00000202;2,12;
;;;-0,000002;2,12;
;;;-0,00000198;2,08;
;;;-0,00000196;2,08;
;;;-0,00000194;2,12;
;;;-0,00000192;2,12;
;;;-0,0000019;2,08;
;;;-0,00000188;2,08;
;;;-0,00000186;2,08;
;;;-0,00000184;2,12;
;;;-0,00000182;2,08;
;;;-0,0000018;2,04;
;;;-0,00000178;2,04;
;;;-0,00000176;2,04;
;;;-0,00000174;2,04;
;;;-0,00000172;2;
;;;-0,0000017;2,04;
;;;-0,00000168;2;
;;;-0,00000166;2;
;;;-0,00000164;2,04;
;;;-0,00000162;2;
;;;-0,0000016;2;
;;;-0,00000158;2;
;;;-0,00000156;1,96;
;;;-0,00000154;1,96;
;;;-0,00000152;1,96;
;;;-0,0000015;2;
;;;-0,00000148;1,96;
;;;-0,00000146;1,96;
;;;-0,00000144;2;
;;;-0,00000142;2;
;;;-0,0000014;1,96;
;;;-0,00000138;1,96;
;;;-0,00000136;1,92;
;;;-0,00000134;1,96;
;;;-0,00000132;1,92;
;;;-0,0000013;1,92;
;;;-0,00000128;1,96;
;;;-0,00000126;1,92;
;;;-0,00000124;1,96;
;;;-0,00000122;1,92;
;;;-0,0000012;1,88;
;;;-0,00000118;1,88;
;;;-0,00000116;1,88;
;;;-0,00000114;1,92;
;;;-0,00000112;1,88;
;;;-0,0000011;1,84;
;;;-0,00000108;1,88;
;;;-0,00000106;1,88;
;;;-0,00000104;1,84;
;;;-0,00000102;1,84;
;;;-0,000001;1,84;
;;;-0,00000098;1,84;
;;;-0,00000096;1,8;
;;;-0,00000094;1,88;
;;;-0,00000092;1,88;
;;;-0,0000009;1,8;
;;;-0,00000088;1,84;
;;;-0,00000086;1,8;
;;;-0,00000084;1,8;
;;;-0,00000082;1,8;
;;;-0,0000008;1,76;
;;;-0,00000078;1,8;
;;;-0,00000076;1,76;
;;;-0,00000074;1,72;
;;;-0,00000072;1,8;
;;;-0,0000007;1,76;
;;;-0,00000068;1,76;
;;;-0,00000066;1,72;
;;;-0,00000064;1,76;
;;;-0,00000062;1,72;
;;;-0,0000006;1,68;
;;;-0,00000058;1,76;
;;;-0,00000056;1,72;
;;;-0,00000054;1,72;
;;;-0,00000052;1,72;
;;;-0,0000005;1,68;
;;;-0,00000048;1,72;
;;;-0,00000046;1,72;
;;;-0,00000044;1,68;
;;;-0,00000042;1,64;
;;;-0,0000004;1,68;
;;;-0,00000038;1,68;
;;;-0,00000036;1,68;
;;;-0,00000034;1,64;
;;;-0,00000032;1,6;
;;;-0,0000003;1,64;
;;;-0,00000028;1,68;
;;;-0,00000026;1,64;
;;;-0,00000024;1,6;
;;;-0,00000022;1,68;
;;;-0,0000002;1,68;
;;;-0,00000018;1,64;
;;;-0,00000016;1,64;
;;;-0,00000014;1,6;
;;;-0,00000012;1,56;
;;;-0,0000001;1,6;
;;;-0,00000008;1,64;
;;;-0,00000006;1,6;
;;;-0,00000004;1,6;
;;;-0,00000002;1,56;
;;;0;1,56;
;;;0,00000002;1,56;
;;;0,00000004;1,56;
;;;0,00000006;1,56;
;;;0,00000008;1,56;
;;;0,0000001;1,52;
;;;0,00000012;1,52;
;;;0,00000014;1,52;
;;;0,00000016;1,56;
;;;0,00000018;1,48;
;;;0,0000002;1,48;
;;;0,00000022;1,48;
;;;0,00000024;1,48;
;;;0,00000026;1,48;
;;;0,00000028;1,48;
;;;0,0000003;1,52;
;;;0,00000032;1,48;
;;;0,00000034;1,44;
;;;0,00000036;1,44;
;;;0,00000038;1,44;
;;;0,0000004;1,48;
;;;0,00000042;1,44;
;;;0,00000044;1,44;
;;;0,00000046;1,44;
;;;0,00000048;1,4;
;;;0,0000005;1,48;
;;;0,00000052;1,4;
;;;0,00000054;1,44;
;;;0,00000056;1,4;
;;;0,00000058;1,44;
;;;0,0000006;1,4;
;;;0,00000062;1,36;
;;;0,00000064;1,4;
;;;0,00000066;1,4;
;;;0,00000068;1,4;
;;;0,0000007;1,36;
;;;0,00000072;1,4;
;;;0,00000074;1,36;
;;;0,00000076;1,36;
;;;0,00000078;1,36;
;;;0,0000008;1,36;
;;;0,00000082;1,36;
;;;0,00000084;1,36;
;;;0,00000086;1,32;
;;;0,00000088;1,32;
;;;0,0000009;1,28;
;;;0,00000092;1,32;
;;;0,00000094;1,32;
;;;0,00000096;1,28;
;;;0,00000098;1,28;
;;;0,000001;1,32;
;;;0,00000102;1,32;
;;;0,00000104;1,32;
;;;0,00000106;1,24;
;;;0,00000108;1,28;
;;;0,0000011;1,32;
;;;0,00000112;1,24;
;;;0,00000114;1,24;
;;;0,00000116;1,24;
;;;0,00000118;1,24;
;;;0,0000012;1,28;
;;;0,00000122;1,24;
;;;0,00000124;1,24;
;;;0,00000126;1,2;
;;;0,00000128;1,2;
;;;0,0000013;1,2;
;;;0,00000132;1,16;
;;;0,00000134;1,2;
;;;0,00000136;1,2;
;;;0,00000138;1,16;
;;;0,0000014;1,2;
;;;0,00000142;1,2;
;;;0,00000144;1,16;
;;;0,00000146;1,16;
;;;0,00000148;1,16;
;;;0,0000015;1,16;
;;;0,00000152;1,16;
;;;0,00000154;1,16;
;;;0,00000156;1,12;
;;;0,00000158;1,12;
;;;0,0000016;1,16;
;;;0,00000162;1,16;
;;;0,00000164;1,12;
;;;0,00000166;1,08;
;;;0,00000168;1,08;
;;;0,0000017;1,12;
;;;0,00000172;1,08;
;;;0,00000174;1,08;
;;;0,00000176;1,08;
;;;0,00000178;1,08;
;;;0,0000018;1,04;
;;;0,00000182;1,04;
;;;0,00000184;1,04;
;;;0,00000186;1,08;
;;;0,00000188;1,08;
;;;0,0000019;1,08;
;;;0,00000192;1,04;
;;;0,00000194;1;
;;;0,00000196;1,04;
;;;0,00000198;1;
;;;0,000002;1,04;
;;;0,00000202;1;
;;;0,00000204;1;
;;;0,00000206;1,04;
;;;0,00000208;1,04;
;;;0,0000021;0,96;
;;;0,00000212;1;
;;;0,00000214;1;
;;;0,00000216;0,96;
;;;0,00000218;1;
;;;0,0000022;0,96;
;;;0,00000222;0,96;
;;;0,00000224;0,96;
;;;0,00000226;0,92;
;;;0,00000228;0,92;
;;;0,0000023;0,96;
;;;0,00000232;0,92;
;;;0,00000234;0,92;
;;;0,00000236;0,92;
;;;0,00000238;0,88;
;;;0,0000024;0,88;
;;;0,00000242;0,88;
;;;0,00000244;0,92;
;;;0,00000246;0,84;
;;;0,00000248;0,92;
;;;0,0000025;0,88;
;;;0,00000252;0,84;
;;;0,00000254;0,88;
;;;0,00000256;0,92;
;;;0,00000258;0,84;
;;;0,0000026;0,84;
;;;0,00000262;0,88;
;;;0,00000264;0,84;
;;;0,00000266;0,88;
;;;0,00000268;0,84;
;;;0,0000027;0,8;
;;;0,00000272;0,84;
;;;0,00000274;0,8;
;;;0,00000276;0,8;
;;;0,00000278;0,8;
;;;0,0000028;0,76;
;;;0,00000282;0,8;
;;;0,00000284;0,8;
;;;0,00000286;0,76;
;;;0,00000288;0,76;
;;;0,0000029;0,76;
;;;0,00000292;0,76;
;;;0,00000294;0,72;
;;;0,00000296;0,72;
;;;0,00000298;0,76;
;;;0,000003;0,72;
;;;0,00000302;0,76;
;;;0,00000304;0,72;
;;;0,00000306;0,72;
;;;0,00000308;0,72;
;;;0,0000031;0,68;
;;;0,00000312;0,68;
;;;0,00000314;0,68;
;;;0,00000316;0,68;
;;;0,00000318;0,72;
;;;0,0000032;0,72;
;;;0,00000322;0,68;
;;;0,00000324;0,64;
;;;0,00000326;0,68;
;;;0,00000328;0,68;
;;;0,0000033;0,68;
;;;0,00000332;0,64;
;;;0,00000334;0,64;
;;;0,00000336;0,6;
;;;0,00000338;0,64;
;;;0,0000034;0,64;
;;;0,00000342;0,64;
;;;0,00000344;0,64;
;;;0,00000346;0,6;
;;;0,00000348;0,6;
;;;0,0000035;0,64;
;;;0,00000352;0,6;
;;;0,00000354;0,6;
;;;0,00000356;0,6;
;;;0,00000358;0,6;
;;;0,0000036;0,56;
;;;0,00000362;0,56;
;;;0,00000364;0,56;
;;;0,00000366;0,56;
;;;0,00000368;0,56;
;;;0,0000037;0,56;
;;;0,00000372;0,56;
;;;0,00000374;0,56;
;;;0,00000376;0,56;
;;;0,00000378;0,52;
;;;0,0000038;0,52;
;;;0,00000382;0,56;
;;;0,00000384;0,48;
;;;0,00000386;0,56;
;;;0,00000388;0,48;
;;;0,0000039;0,52;
;;;0,00000392;0,48;
;;;0,00000394;0,48;
;;;0,00000396;0,52;
;;;0,00000398;0,44;
;;;0,000004;0,44;
;;;0,00000402;0,48;
;;;0,00000404;0,48;
;;;0,00000406;0,4;
;;;0,00000408;0,44;
;;;0,0000041;0,44;
;;;0,00000412;0,48;
;;;0,00000414;0,44;
;;;0,00000416;0,4;
;;;0,00000418;0,48;
;;;0,0000042;0,4;
;;;0,00000422;0,4;
;;;0,00000424;0,4;
;;;0,00000426;0,4;
;;;0,00000428;0,4;
;;;0,0000043;0,4;
;;;0,00000432;0,4;
;;;0,00000434;0,44;
;;;0,00000436;0,4;
;;;0,00000438;0,4;
;;;0,0000044;0,4;
;;;0,00000442;0,36;
;;;0,00000444;0,36;
;;;0,00000446;0,32;
;;;0,00000448;0,32;
;;;0,0000045;0,32;
;;;0,00000452;0,36;
;;;0,00000454;0,36;
;;;0,00000456;0,32;
;;;0,00000458;0,28;
;;;0,0000046;0,36;
;;;0,00000462;0,28;
;;;0,00000464;0,32;
;;;0,00000466;0,32;
;;;0,00000468;0,28;
;;;0,0000047;0,28;
;;;0,00000472;0,28;
;;;0,00000474;0,32;
;;;0,00000476;0,28;
;;;0,00000478;0,28;
;;;0,0000048;0,28;
;;;0,00000482;0,28;
;;;0,00000484;0,32;
;;;0,00000486;0,28;
;;;0,00000488;0,24;
;;;0,0000049;0,28;
;;;0,00000492;0,24;
;;;0,00000494;0,2;
;;;0,00000496;0,2;
;;;0,00000498;0,2;
;;;0,000005;0,24;
;;;0,00000502;0,2;
;;;0,00000504;0,2;
;;;0,00000506;0,2;
;;;0,00000508;0,16;
;;;0,0000051;0,2;
;;;0,00000512;0,16;
;;;0,00000514;0,24;
;;;0,00000516;0,16;
;;;0,00000518;0,16;
;;;0,0000052;0,16;
;;;0,00000522;0,12;
;;;0,00000524;0,12;
;;;0,00000526;0,16;
;;;0,00000528;0,16;
;;;0,0000053;0,16;
;;;0,00000532;0,12;
;;;0,00000534;0,12;
;;;0,00000536;0,16;
;;;0,00000538;0,12;
;;;0,0000054;0,12;
;;;0,00000542;0,12;
;;;0,00000544;0,08;
;;;0,00000546;0,12;
;;;0,00000548;0,08;
;;;0,0000055;0,08;
;;;0,00000552;0,08;
;;;0,00000554;0,08;
;;;0,00000556;0,04;
;;;0,00000558;0,12;
;;;0,0000056;0,04;
;;;0,00000562;0,08;
;;;0,00000564;0,04;
;;;0,00000566;0,04;
;;;0,00000568;0,08;
;;;0,0000057;0,08;
;;;0,00000572;0,08;
;;;0,00000574;0,04;
;;;0,00000576;0,08;
;;;0,00000578;0,04;
;;;0,0000058;0,04;
;;;0,00000582;0;
;;;0,00000584;0,08;
;;;0,00000586;0;
;;;0,00000588;0,04;
;;;0,0000059;0,04;
;;;0,00000592;0,04;
;;;0,00000594;0,04;
;;;0,00000596;0;
;;;0,00000598;-0,04;
;;;0,000006;0,04;
;;;0,00000602;0;
;;;0,00000604;0;
;;;0,00000606;0;
;;;0,00000608;0;
;;;0,0000061;0,04;
;;;0,00000612;-0,04;
;;;0,00000614;0;
;;;0,00000616;0;
;;;0,00000618;0;
;;;0,0000062;0;
;;;0,00000622;0;
;;;0,00000624;0,04;
;;;0,00000626;0;
;;;0,00000628;-0,04;
;;;0,0000063;-0,04;
;;;0,00000632;0,04;
;;;0,00000634;0;
;;;0,00000636;0;
;;;0,00000638;0;
;;;0,0000064;0;
;;;0,00000642;-0,04;
;;;0,00000644;0,04;
;;;0,00000646;0;
;;;0,00000648;0;
;;;0,0000065;0;
;;;0,00000652;0;
;;;0,00000654;0,04;
;;;0,00000656;0,04;
;;;0,00000658;0;
;;;0,0000066;-0,04;
;;;0,00000662;-0,04;
;;;0,00000664;0;
;;;0,00000666;0;
;;;0,00000668;0;
;;;0,0000067;0;
;;;0,00000672;0;
;;;0,00000674;0;
;;;0,00000676;0;
;;;0,00000678;0;
;;;0,0000068;-0,04;
;;;0,00000682;0;
;;;0,00000684;0;
;;;0,00000686;-0,04;
;;;0,00000688;-0,04;
;;;0,0000069;0;
;;;0,00000692;0;
;;;0,00000694;-0,04;
;;;0,00000696;0;
;;;0,00000698;-0,04;
;;;0,000007;-0,04;
;;;0,00000702;0,04;
;;;0,00000704;-0,04;
;;;0,00000706;0;
;;;0,00000708;-0,04;
;;;0,0000071;0;
;;;0,00000712;-0,04;
;;;0,00000714;0;
;;;0,00000716;0;
;;;0,00000718;0;
;;;0,0000072;0;
;;;0,00000722;-0,04;
;;;0,00000724;0;
;;;0,00000726;0;
;;;0,00000728;0;
;;;0,0000073;0;
;;;0,00000732;-0,04;
;;;0,00000734;-0,04;
;;;0,00000736;-0,04;
;;;0,00000738;-0,04;
;;;0,0000074;-0,04;
;;;0,00000742;0;
;;;0,00000744;0;
;;;0,00000746;-0,04;
;;;0,00000748;0,04;
;;;0,0000075;-0,04;
;;;0,00000752;0;
;;;0,00000754;0;
;;;0,00000756;0;
;;;0,00000758;-0,04;
;;;0,0000076;-0,04;
;;;0,00000762;-0,04;
;;;0,00000764;0;
;;;0,00000766;-0,04;
;;;0,00000768;-0,04;
;;;0,0000077;0;
;;;0,00000772;0;
;;;0,00000774;0;
;;;0,00000776;-0,04;
;;;0,00000778;-0,04;
;;;0,0000078;-0,08;
;;;0,00000782;0;
;;;0,00000784;-0,04;
;;;0,00000786;0;
;;;0,00000788;0;
;;;0,0000079;-0,04;
;;;0,00000792;0;
;;;0,00000794;-0,04;
;;;0,00000796;-0,04;
;;;0,00000798;-0,04;
;;;0,000008;-0,04;
;;;0,00000802;-0,08;
;;;0,00000804;-0,04;
;;;0,00000806;0;
;;;0,00000808;-0,04;
;;;0,0000081;-0,04;
;;;0,00000812;0;
;;;0,00000814;-0,04;
;;;0,00000816;0;
;;;0,00000818;-0,04;
;;;0,0000082;-0,04;
