;;;t;Vin;Vout
;;;-0,00001736;0,552;4,68
;;;-0,00001734;0,552;4,72
;;;-0,00001732;0,544;4,72
;;;-0,0000173;0,552;4,76
;;;-0,00001728;0,56;4,76
;;;-0,00001726;0,56;4,76
;;;-0,00001724;0,552;4,72
;;;-0,00001722;0,56;4,68
;;;-0,0000172;0,544;4,72
;;;-0,00001718;0,552;4,68
;;;-0,00001716;0,56;4,72
;;;-0,00001714;0,552;4,72
;;;-0,00001712;0,56;4,72
;;;-0,0000171;0,552;4,72
;;;-0,00001708;0,568;4,72
;;;-0,00001706;0,552;4,72
;;;-0,00001704;0,552;4,72
;;;-0,00001702;0,552;4,72
;;;-0,000017;0,552;4,68
;;;-0,00001698;0,56;4,72
;;;-0,00001696;0,56;4,72
;;;-0,00001694;0,568;4,72
;;;-0,00001692;0,552;4,68
;;;-0,0000169;0,552;4,68
;;;-0,00001688;0,56;4,76
;;;-0,00001686;0,552;4,72
;;;-0,00001684;0,56;4,68
;;;-0,00001682;0,568;4,68
;;;-0,0000168;0,552;4,64
;;;-0,00001678;0,568;4,68
;;;-0,00001676;0,56;4,68
;;;-0,00001674;0,56;4,72
;;;-0,00001672;0,568;4,64
;;;-0,0000167;0,552;4,68
;;;-0,00001668;0,552;4,68
;;;-0,00001666;0,552;4,72
;;;-0,00001664;0,552;4,68
;;;-0,00001662;0,56;4,68
;;;-0,0000166;0,56;4,68
;;;-0,00001658;0,56;4,64
;;;-0,00001656;0,568;4,68
;;;-0,00001654;0,568;4,68
;;;-0,00001652;0,56;4,72
;;;-0,0000165;0,56;4,68
;;;-0,00001648;0,552;4,68
;;;-0,00001646;0,552;4,68
;;;-0,00001644;0,56;4,68
;;;-0,00001642;0,56;4,68
;;;-0,0000164;0,56;4,68
;;;-0,00001638;0,552;4,64
;;;-0,00001636;0,56;4,68
;;;-0,00001634;0,568;4,68
;;;-0,00001632;0,56;4,68
;;;-0,0000163;0,56;4,64
;;;-0,00001628;0,568;4,68
;;;-0,00001626;0,568;4,64
;;;-0,00001624;0,552;4,64
;;;-0,00001622;0,568;4,68
;;;-0,0000162;0,56;4,68
;;;-0,00001618;0,56;4,64
;;;-0,00001616;0,568;4,64
;;;-0,00001614;0,568;4,64
;;;-0,00001612;0,56;4,64
;;;-0,0000161;0,56;4,6
;;;-0,00001608;0,552;4,64
;;;-0,00001606;0,56;4,68
;;;-0,00001604;0,568;4,6
;;;-0,00001602;0,56;4,64
;;;-0,000016;0,56;4,64
;;;-0,00001598;0,56;4,68
;;;-0,00001596;0,568;4,6
;;;-0,00001594;0,568;4,64
;;;-0,00001592;0,568;4,64
;;;-0,0000159;0,568;4,64
