;;;t;Vin;Vout
;;;-0,0000952;2,884;-0,544
;;;-0,000095;2,884;-0,528
;;;-0,0000948;2,912;-0,528
;;;-0,0000946;2,884;-0,528
;;;-0,0000944;2,884;-0,528
;;;-0,0000942;2,884;-0,528
;;;-0,000094;2,884;-0,528
;;;-0,0000938;2,884;-0,528
;;;-0,0000936;2,884;-0,528
;;;-0,0000934;2,884;-0,528
;;;-0,0000932;2,884;-0,528
;;;-0,000093;2,884;-0,528
;;;-0,0000928;2,884;-0,528
;;;-0,0000926;2,884;-0,528
;;;-0,0000924;2,856;-0,528
;;;-0,0000922;2,884;-0,528
;;;-0,000092;2,884;-0,528
;;;-0,0000918;2,884;-0,528
;;;-0,0000916;2,856;-0,512
;;;-0,0000914;2,856;-0,512
;;;-0,0000912;2,884;-0,512
;;;-0,000091;2,856;-0,512
;;;-0,0000908;2,856;-0,512
;;;-0,0000906;2,856;-0,512
;;;-0,0000904;2,856;-0,512
;;;-0,0000902;2,856;-0,512
;;;-0,00009;2,856;-0,512
;;;-0,0000898;2,856;-0,512
